ticker,reason,evidence
EMFQ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-05, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EMFQ' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-05"
EMSG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-11-04, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EMSG' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-11-04"
EMTL,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EMTL' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
ENTR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-08-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ENTR' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-08-28"
EQLS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EQLS' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-23"
EQOP,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-07-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EQOP' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-07-18"
EQUL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-11-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EQUL' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-11-20"
ERM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-07-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ERM' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-07-14"
ERNZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-03-24, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ERNZ' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-03-24"
ERSX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-02-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ERSX' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-02-23"
ESCR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-03-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESCR' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-03-13"
ESEB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-03-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESEB' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-03-13"
ESGA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESGA' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-09"
ESGB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-03, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESGB' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-03"
ESGL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-03-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESGL' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-03-09"
ESGN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESGN' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
ESGS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESGS' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
ESGY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESGY' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-09"
ESHY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-03-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESHY' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-03-13"
ESIX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-04-29, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESIX' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-04-29"
ESUS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ESUS' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-09"
ETRL,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'ETRL' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
EUSC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-05-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EUSC' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-05-30"
EV,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-04-17, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EV' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-04-17"
EVAV,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EVAV' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-23"
EWCO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EWCO' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
EWEB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-11-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EWEB' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-11-10"
EWGS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EWGS' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-30"
EWMC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EWMC' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
EWRE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EWRE' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
EWSC,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'EWSC' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-03-30"
FAIL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-01-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FAIL' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-01-08"
FBGX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FBGX' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-18"
FBZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-11, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FBZ' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-11"
FDCE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FDCE' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-13"
FDGR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FDGR' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-13"
FDHT,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-11-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FDHT' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-11-13"
FDTB,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FDTB' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-13"
FDVL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-06-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FDVL' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-06-13"
FDWM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-11-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FDWM' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-11-13"
FEAT,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FEAT' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
FEDL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FEDL' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-09"
FEHY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-07-11, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FEHY' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-07-11"
FFHG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FFHG' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-06"
FFSG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FFSG' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-06"
FFTG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FFTG' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-06"
FFTI,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FFTI' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-06"
FGRO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FGRO' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
FIBR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-29, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FIBR' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-29"
FIHD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-15, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FIHD' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-15"
FILL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-10-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FILL' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-10-28"
FINE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-09-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FINE' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-09-12"
FIVG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-07-19, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FIVG' (outcome=not_found, 20.008s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-07-19"
FIVY,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FIVY' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
FLEH,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FLEH' (outcome=not_found, 20.012s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
FLFR,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-11-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FLFR' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-11-09"
FLHK,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-01, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FLHK' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-01"
FLIY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-11-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FLIY' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-11-09"
FLLV,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FLLV' (outcome=not_found, 20.003s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
FLZA,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-11-09, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FLZA' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-11-09"
FM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-01-06, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FM' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-01-06"
FMIL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FMIL' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
FOVL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-08-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FOVL' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-08-18"
FSBD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-11-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FSBD' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-11-13"
FSLD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-11-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FSLD' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-11-13"
FSMO,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FSMO' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
FSST,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-11-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FSST' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-11-13"
FUE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-02-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FUE' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-02-10"
FUNL,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-27, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FUNL' (outcome=not_found, 20.001s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-27"
FYLG,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-02-14, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'FYLG' (outcome=not_found, 20.018s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-02-14"
GAST,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-12-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GAST' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-12-12"
GAZ,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-06-08, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GAZ' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-06-08"
GBLD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-23, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GBLD' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-23"
GBUY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-07-18, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GBUY' (outcome=not_found, 20.005s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-07-18"
GCLN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-01-10, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GCLN' (outcome=not_found, 20.002s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-01-10"
GDFN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-03-30, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GDFN' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-03-30"
GDVD,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-08-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GDVD' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-08-28"
GENY,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-10-13, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GENY' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-10-13"
GERM,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-05, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GERM' (outcome=not_found, 20.004s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-05"
GFOF,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-12-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GFOF' (outcome=not_found, 20.006s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-12-12"
GHEE,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-09-24, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GHEE' (outcome=not_found, 20.016s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-09-24"
GHMS,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2025-11-25, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GHMS' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2025-11-25"
GLCN,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2023-09-20, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GLCN' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2023-09-20"
GLDX,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-06-28, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GLDX' (outcome=not_found, 20.010s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-06-28"
GLDY,"IBKR contract database returned no matching contract (sweep 2026-07-25); traded to the catalog cutoff 2026-05-01, so delisted between then and the sweep","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GLDY' (outcome=not_found, 20.012s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-05-01"
GLIF,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2024-04-12, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GLIF' (outcome=not_found, 20.009s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2024-04-12"
GLOV,"IBKR contract database returned no matching contract (sweep 2026-07-25); last daily bar 2026-02-04, before the catalog cutoff 2026-05-01 — consistent with delisting","_bmad-output/implementation-artifacts/venue-backfill-evidence/results.csv row 'GLOV' (outcome=not_found, 20.007s, 2 attempt(s)); catalog_instruments.date_range_end_daily=2026-02-04"
